################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.4036840713349134E-01 a         1     0     1     1     1
 -7.2478880409152613E-01 a         2     0     1     1     2
 -1.6414854713365311E-02 a         3     0     1     1     3
  2.5560802944333616E-01 a         4     0     1     1     4
 -2.0418780352803484E-01 a         5     0     1     1     5
 -1.4455615914164274E-01 a         6     0     1     1     6
 -1.7389806947446676E-01 a         7     0     1     1     7
  3.1156515914995252E-02 a         8     0     1     1     8
 -1.7646623880442830E-01 a         9     0     1     1     9
 -7.2932146419405514E-02 a        10     0     1     1    10
 -9.7661170707551578E-02 a        11     0     1     1    11
 -2.4578996567071479E-01 a        12     0     1     1    12
 -2.9974127013034035E-01 a        13     0     1     1    13
  4.8667351025583466E-01 a        14     0     1     1    14
  1.7078297095279737E-01 a        15     0     1     1    15
  7.8653995171257072E-03 a        16     0     1     1    16
  1.9640215434739838E-01 a        17     0     1     1    17
 -5.0041689764965680E-01 a        18     0     1     1    18
 -2.4214613323818113E-01 a        19     0     1     1    19
 -1.6500487087138108E-01 a        20     0     1     1    20
 -5.4481328092036450E-02 a        21     0     2     1     1
 -1.8328502405486177E-01 a        22     0     2     1     2
  2.1394414594872743E-01 a        23     0     2     1     3
  6.6814280324565906E-02 a        24     0     2     1     4
 -4.6090208878027511E-01 a        25     0     2     1     5
  2.8836394341257043E-01 a        26     0     2     1     6
 -1.8991234770291307E-01 a        27     0     2     1     7
 -5.3628516183602815E-01 a        28     0     2     1     8
  3.7820837470615382E-01 a        29     0     2     1     9
  6.5707789501029124E-02 a        30     0     2     1    10
  9.4191038134283020E-02 a        31     0     2     1    11
 -2.8952538513473132E-02 a        32     0     2     1    12
  1.0192872306726043E-02 a        33     0     2     1    13
  1.2855950772515287E-01 a        34     0     2     1    14
  4.5129081414527254E-02 a        35     0     2     1    15
 -6.4064246251801138E-01 a        36     0     2     1    16
 -1.7392036380127418E-01 a        37     0     2     1    17
  4.8245953003105961E-02 a        38     0     2     1    18
 -4.0743338446734978E-01 a        39     0     2     1    19
 -2.3025011292649589E-01 a        40     0     2     1    20
  1.9087507195157769E-01 a        41     0     3     1     1
  6.6442507771510423E-02 a        42     0     3     1     2
 -4.8252499996765008E-01 a        43     0     3     1     3
  2.0759795631496022E-01 a        44     0     3     1     4
  2.4702728941036073E-01 a        45     0     3     1     5
  4.0691275727658772E-02 a        46     0     3     1     6
  2.4671341968628313E-01 a        47     0     3     1     7
 -3.9841596582720407E-01 a        48     0     3     1     8
 -8.6286854304004294E-03 a        49     0     3     1     9
 -4.3529952366435309E-04 a        50     0     3     1    10
 -1.0140732350353756E-02 a        51     0     3     1    11
  9.4773235100681100E-02 a        52     0     3     1    12
 -1.1176352026639566E-01 a        53     0     3     1    13
 -1.9132648581799452E-01 a        54     0     3     1    14
 -2.6712720175625700E-02 a        55     0     3     1    15
  1.0529629879505335E-01 a        56     0     3     1    16
 -2.6039156410255299E-01 a        57     0     3     1    17
  3.7832170572331192E-01 a        58     0     3     1    18
 -9.8046677851618080E-02 a        59     0     3     1    19
  5.9984191313171176E-02 a        60     0     3     1    20
  2.8272747744542293E-01 a        61     0     4     1     1
 -1.2490784907801136E-01 a        62     0     4     1     2
 -4.0971647058895488E-01 a        63     0     4     1     3
 -1.2072827955394944E-01 a        64     0     4     1     4
  1.2311935238475631E-01 a        65     0     4     1     5
  4.1077295029617006E-01 a        66     0     4     1     6
 -4.0012505297286605E-01 a        67     0     4     1     7
  2.3561123390321628E-01 a        68     0     4     1     8
  2.0252168963172010E-01 a        69     0     4     1     9
 -1.0837860297415182E-01 a        70     0     4     1    10
  2.0577738466575993E-01 a        71     0     4     1    11
  1.0144936222146179E-01 a        72     0     4     1    12
 -3.4567875005083920E-01 a        73     0     4     1    13
 -4.5186028877307516E-01 a        74     0     4     1    14
  3.0576116198691543E-02 a        75     0     4     1    15
  3.6065642690512956E-01 a        76     0     4     1    16
  1.2084994414846756E-01 a        77     0     4     1    17
