################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.9394926045947944E-01 a       346     0    18     1     6
 -3.4625307372989117E-01 a       347     0    18     1     7
  3.9884045811207208E-01 a       348     0    18     1     8
 -1.0989154580877425E-01 a       349     0    18     1     9
 -1.6079181044849983E-01 a       350     0    18     1    10
 -1.4927574659097312E-01 a       351     0    18     1    11
  3.1617657884435929E-01 a       352     0    18     1    12
 -7.0005592859515586E-01 a       353     0    18     1    13
  2.1697676125899604E-01 a       354     0    18     1    14
 -1.1036516945460781E+00 a       355     0    18     1    15
 -1.3390881559497622E-01 a       356     0    18     1    16
 -1.2101442920477496E+00 a       357     0    18     1    17
 -1.2154460048738372E-02 a       358     0    18     1    18
  9.6730713677327662E-03 a       359     0    18     1    19
 -2.8334194660393203E-01 a       360     0    18     1    20
 -1.2717120749946456E+00 a       361     0    19     1     1
  1.4362644605228833E-01 a       362     0    19     1     2
  2.6110675439239533E-01 a       363     0    19     1     3
  8.2612448118661197E-02 a       364     0    19     1     4
  1.4306147973293235E-01 a       365     0    19     1     5
  9.8752561944229678E-01 a       366     0    19     1     6
 -4.3468366626115323E-01 a       367     0    19     1     7
 -4.8058517482596547E-01 a       368     0    19     1     8
 -3.2049647745616672E-01 a       369     0    19     1     9
 -4.0403555750094322E-01 a       370     0    19     1    10
  1.3058834668005051E-01 a       371     0    19     1    11
 -7.4722030053845312E-01 a       372     0    19     1    12
  3.6112593803309767E-01 a       373     0    19     1    13
  7.5989681626672667E-01 a       374     0    19     1    14
  9.5142675298107771E-02 a       375     0    19     1    15
  1.1227299654536368E-01 a       376     0    19     1    16
 -6.4391388391449011E-01 a       377     0    19     1    17
  5.9308771596828713E-01 a       378     0    19     1    18
 -1.0683942278783307E-01 a       379     0    19     1    19
 -5.6443991417907638E-02 a       380     0    19     1    20
  6.3497466421759530E-01 a       381     0    20     1     1
  3.5733608541532219E-01 a       382     0    20     1     2
 -3.8336660406155243E-02 a       383     0    20     1     3
  7.3721307806803638E-02 a       384     0    20     1     4
 -1.8029959136898869E-02 a       385     0    20     1     5
 -2.4566950578038779E-01 a       386     0    20     1     6
  2.5076281895804581E-01 a       387     0    20     1     7
  1.8152531312013015E-01 a       388     0    20     1     8
  4.9493868797725832E-01 a       389     0    20     1     9
  9.1040317639416002E-02 a       390     0    20     1    10
  7.6720721225331898E-02 a       391     0    20     1    11
 -1.5606506118921344E-03 a       392     0    20     1    12
  3.9082165348583758E-01 a       393     0    20     1    13
 -8.1995472938332259E-02 a       394     0    20     1    14
  5.4631925393247638E-01 a       395     0    20     1    15
  3.8855979295700352E-02 a       396     0    20     1    16
  2.6968913036938980E-01 a       397     0    20     1    17
  3.5074095201477501E-01 a       398     0    20     1    18
 -4.5011955023838784E-01 a       399     0    20     1    19
  4.9549823918481711E-01 a       400     0    20     1    20
  2.5382052909295622E-01 a       401     0    21     1     1
 -1.4455096601798894E-02 a       402     0    21     1     2
 -4.3189973110459501E-01 a       403     0    21     1     3
 -1.3418928460827742E-01 a       404     0    21     1     4
  1.3810021523951230E-01 a       405     0    21     1     5
 -3.4252761434513185E-01 a       406     0    21     1     6
 -5.9414053069677024E-03 a       407     0    21     1     7
 -8.8673445075435797E-01 a       408     0    21     1     8
  6.2605371875741654E-03 a       409     0    21     1     9
 -3.2851689862114786E-01 a       410     0    21     1    10
 -1.2099641055021142E-01 a       411     0    21     1    11
 -4.1625691044156482E-01 a       412     0    21     1    12
  2.8768321478007411E-02 a       413     0    21     1    13
  7.8422759718941948E-01 a       414     0    21     1    14
  1.5669907987632326E-01 a       415     0    21     1    15
  5.3400682392999954E-01 a       416     0    21     1    16
 -3.9008037174985688E-01 a       417     0    21     1    17
  6.3966024548378964E-01 a       418     0    21     1    18
  3.5943771324736640E-01 a       419     0    21     1    19
