################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.9835758507106793E-01 a         1     0     1     1     1
  2.7607483161991092E-01 a         2     0     1     1     2
 -3.8487044806934079E-01 a         3     0     1     1     3
  1.4006530759800545E-01 a         4     0     1     1     4
 -1.0754674608637907E-01 a         5     0     1     1     5
 -1.5528988027090540E-01 a         6     0     1     1     6
  2.3631574860905569E-01 a         7     0     1     1     7
  2.6463782667086833E-01 a         8     0     1     1     8
  1.4924982828337886E-03 a         9     0     1     1     9
 -3.6032482348767728E-02 a        10     0     1     1    10
  2.2487189147659656E-01 a        11     0     1     1    11
  5.4540738567212321E-01 a        12     0     1     1    12
  7.1258627481748549E-02 a        13     0     1     1    13
 -1.6851096059542162E-01 a        14     0     1     1    14
  2.3025294099681770E-01 a        15     0     1     1    15
 -1.3530592352553938E-01 a        16     0     1     1    16
 -1.4023759801729332E-01 a        17     0     1     1    17
 -3.5837641583142878E-02 a        18     0     1     1    18
  6.4907132918105168E-02 a        19     0     1     1    19
 -2.2616706109896012E-01 a        20     0     1     1    20
  2.8989609620730544E-01 a        21     0     2     1     1
 -2.1938262831866071E-01 a        22     0     2     1     2
  1.1616887206093188E-01 a        23     0     2     1     3
 -3.6739477296023332E-01 a        24     0     2     1     4
 -1.4759524051685348E-02 a        25     0     2     1     5
  6.1926003330805654E-02 a        26     0     2     1     6
  4.4551446525751653E-01 a        27     0     2     1     7
 -6.5880534235736463E-02 a        28     0     2     1     8
  1.1213325488972788E-03 a        29     0     2     1     9
  2.2286104079556615E-01 a        30     0     2     1    10
  4.3373867857007192E-01 a        31     0     2     1    11
  2.6241615710950972E-01 a        32     0     2     1    12
 -2.0862626275870549E-01 a        33     0     2     1    13
  8.8663846726052098E-02 a        34     0     2     1    14
 -6.8279242107453439E-02 a        35     0     2     1    15
 -2.2620576680736262E-01 a        36     0     2     1    16
  3.8018215530105329E-02 a        37     0     2     1    17
  3.2802990870361143E-01 a        38     0     2     1    18
 -2.5819755798838012E-01 a        39     0     2     1    19
 -3.0936700579464804E-01 a        40     0     2     1    20
  1.4835897385023900E-01 a        41     0     3     1     1
  1.5007449684786453E-01 a        42     0     3     1     2
 -2.5228324227864352E-01 a        43     0     3     1     3
 -6.1220668523547961E-02 a        44     0     3     1     4
 -9.1725406457919281E-02 a        45     0     3     1     5
  1.8711471788517522E-01 a        46     0     3     1     6
 -3.2130722382151633E-01 a        47     0     3     1     7
 -1.9554339021699715E-01 a        48     0     3     1     8
  2.9147660430758343E-01 a        49     0     3     1     9
  3.6398983388943573E-01 a        50     0     3     1    10
  1.3531841109480266E-02 a        51     0     3     1    11
 -4.9305561013774299E-02 a        52     0     3     1    12
  5.6098507234810531E-02 a        53     0     3     1    13
 -6.5692840010902198E-02 a        54     0     3     1    14
  8.7961801987788829E-02 a        55     0     3     1    15
  3.0053301753374029E-01 a        56     0     3     1    16
 -8.8415822363434511E-04 a        57     0     3     1    17
  7.8205686281164088E-02 a        58     0     3     1    18
 -4.6530247303095895E-01 a        59     0     3     1    19
 -2.2317090716728098E-02 a        60     0     3     1    20
 -1.4083108951927928E-01 a        61     0     4     1     1
  3.2109571117856478E-02 a        62     0     4     1     2
  1.2782577181347926E-01 a        63     0     4     1     3
 -3.0250148692524187E-01 a        64     0     4     1     4
 -4.6843730754905338E-01 a        65     0     4     1     5
  6.3243805965966238E-01 a        66     0     4     1     6
 -9.9849564394574361E-02 a        67     0     4     1     7
 -7.9970195050823603E-02 a        68     0     4     1     8
  2.9922883992209087E-01 a        69     0     4     1     9
  4.0110715419587458E-03 a        70     0     4     1    10
  4.0068499513821415E-01 a        71     0     4     1    11
 -3.2547733688095448E-01 a        72     0     4     1    12
  3.5776622717883400E-02 a        73     0     4     1    13
  5.2398515198060658E-02 a        74     0     4     1    14
 -2.0852902414089516E-01 a        75     0     4     1    15
 -7.7345417815839661E-03 a        76     0     4     1    16
  1.4400316580631090E-01 a        77     0     4     1    17
 -3.0603485115498030E-01 a        78     0     4     1    18
