################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  1.9011145289365189E-01 a         1     0     1     1     1
 -1.2337019067348363E-01 a         2     0     1     1     2
 -1.2901209490483335E-02 a         3     0     1     1     3
  2.5959037917850292E-01 a         4     0     1     1     4
 -3.5760848693478486E-01 a         5     0     1     1     5
  1.1309670607554423E-01 a         6     0     1     1     6
  1.4385999907554273E-01 a         7     0     1     1     7
 -2.1920121299460379E-01 a         8     0     1     1     8
 -7.3579225050352984E-02 a         9     0     1     1     9
  1.1483296432978871E-01 a        10     0     1     1    10
 -2.2320959844637503E-01 a        11     0     1     1    11
  3.3335861866924044E-01 a        12     0     1     1    12
  6.4130536369965213E-02 a        13     0     1     1    13
 -2.2702945550471532E-01 a        14     0     1     1    14
 -1.7937830439074104E-01 a        15     0     1     1    15
 -1.4155177545452693E-01 a        16     0     1     1    16
 -1.8853382577713795E-01 a        17     0     1     1    17
 -1.7532151454617120E-01 a        18     0     1     1    18
 -3.9973891131534856E-01 a        19     0     1     1    19
 -2.7017324173089052E-01 a        20     0     1     1    20
 -2.6648120956292881E-01 a        21     0     2     1     1
  1.0390479151417375E-02 a        22     0     2     1     2
 -2.2583194566222167E-01 a        23     0     2     1     3
 -3.2505913353087063E-01 a        24     0     2     1     4
 -1.0155842662575669E-01 a        25     0     2     1     5
 -1.2526348088314249E-01 a        26     0     2     1     6
  4.1841995530291098E-01 a        27     0     2     1     7
  1.7771109221282835E-01 a        28     0     2     1     8
 -2.2071991028356764E-02 a        29     0     2     1     9
  7.0549650120340285E-02 a        30     0     2     1    10
  1.0733363027576127E-01 a        31     0     2     1    11
  2.9107129061192882E-01 a        32     0     2     1    12
  8.9539695796036021E-03 a        33     0     2     1    13
 -5.5218217094083821E-01 a        34     0     2     1    14
  1.8911441367673715E-01 a        35     0     2     1    15
  7.4491929490222528E-02 a        36     0     2     1    16
 -3.0103347222052468E-01 a        37     0     2     1    17
 -2.4978852650753774E-01 a        38     0     2     1    18
 -5.3276003596816293E-02 a        39     0     2     1    19
  2.9444757469304994E-01 a        40     0     2     1    20
  7.1822054866048049E-02 a        41     0     3     1     1
 -1.0815274416211708E-01 a        42     0     3     1     2
  4.8460489311616631E-02 a        43     0     3     1     3
  1.1851120516744762E-01 a        44     0     3     1     4
  1.4592687123268280E-01 a        45     0     3     1     5
  1.6535941670253917E-01 a        46     0     3     1     6
 -1.1573772596124070E-01 a        47     0     3     1     7
 -4.1902744068203396E-01 a        48     0     3     1     8
 -1.8559685408848206E-01 a        49     0     3     1     9
 -1.1126458859117372E-01 a        50     0     3     1    10
 -4.1149392606133900E-01 a        51     0     3     1    11
 -1.9918488524558983E-01 a        52     0     3     1    12
 -1.7107794693134012E-01 a        53     0     3     1    13
  2.2453410900865084E-01 a        54     0     3     1    14
  4.3904600095328311E-01 a        55     0     3     1    15
  1.8094257487460491E-01 a        56     0     3     1    16
 -2.8603765598251274E-01 a        57     0     3     1    17
 -2.8058864035840175E-01 a        58     0     3     1    18
  3.0460556164326896E-01 a        59     0     3     1    19
 -7.4578547798623371E-02 a        60     0     3     1    20
